project_index,bldg_proj_type,mat_type,mui,eci
105,New Construction,Extruded polystyrene XPS,2.7273875,24.37075625
105,New Construction,Extrusion,1.5209875,13.795343749999999
105,New Construction,Fiberglass blanket,4.17403125,10.40350625
105,New Construction,Fiberglass door,0.59850625,4.54269375
105,New Construction,Flooring and tile - other,3.73509375,3.5933937499999997
105,New Construction,Glass mat gypsum board,23.40915,9.13768125
105,New Construction,Glazing - other,2.8918187499999997,5.0317625
105,New Construction,Glue laminated timber GLT,0.563675,0.1411125
105,New Construction,Gypsum board,31.998475000000003,9.7681
105,New Construction,HDPE,1.0899375,2.18045
105,New Construction,Hollow structural sections HSS,2.8803125,6.883943749999999
105,New Construction,Hot-rolled sections,36.19131875,44.131775000000005
105,New Construction,Insulated glass unit IGU,5.12865,9.80625
105,New Construction,Mineral wool high density,7.3024125,6.1249875
105,New Construction,Mineral wool low density,4.3035250000000005,3.53510625
105,New Construction,Modified bitumen,3.36295,3.41824375
105,New Construction,Mortar and grout,0.10135,0.058175
105,New Construction,Other,11.8417625,10.75583125
105,New Construction,Paint,0.84485625,1.630575
105,New Construction,Precast,2.5247312500000003,0.799875
105,New Construction,Ready mix NW 4000,787.47989375,103.09424375
105,New Construction,Rebar and reinforcement,2.5839999999999996,2.3849375
105,New Construction,Roll formed metal panel aluminum,0.276075,1.04581875
105,New Construction,Roofing and waterproofing - other,3.77190625,11.75309375
105,New Construction,Softwood framing,0.3976125,0.05455625
105,New Construction,Softwood plywood,2.56858125,1.1639249999999999
105,New Construction,Steel door,1.2704062500000002,2.96875
105,New Construction,Steel door frame,0.375,0.76875
105,New Construction,Steel sheet,1.1440062500000001,4.19534375
105,New Construction,Suspension assembly,39.709250000000004,0.09887499999999999
105,New Construction,Synthetic composites,0.5390312500000001,0.34706875
105,New Construction,Wood and composites - other,0.087675,0.2750625
105,New Construction,Wood or composite door,0.70059375,0.85628125
106,New Construction,Acoustic ceiling tile fiber,1.2552007368314615,1.7070730020907878
106,New Construction,Air and vapor barriers,0.3821509952188441,0.7757665202942533
106,New Construction,Aluminum door frame,0.0019447607692307692,0.017016656730769228
106,New Construction,Coatings - other,0.4304146645723662,0.5121934508411158
