project_index,bldg_proj_type,mat_group,mui,eci,bldg_prim_use_recat
148,New Construction,Aluminum,2.1121896717854654,15.824129880747783,Education
148,New Construction,Applied fireproofing,0.6501969895524752,0.9878610383017028,Education
148,New Construction,Cladding,8.527487073057822,18.411429434610707,Education
148,New Construction,Coatings,0.8574046315211089,5.204923923023985,Education
148,New Construction,Concrete,893.0036051249742,172.30039997712598,Education
148,New Construction,Doors and frames,1.388449238635406,7.2395873192318065,Education
148,New Construction,Flooring and tile,1.329197602620198,0.4674202584639176,Education
148,New Construction,Glazing,15.981025775699406,54.08538264746986,Education
148,New Construction,Gypsum,50.41221433178772,13.57008814632479,Education
148,New Construction,Insulation,7.583285388495367,63.32790674819379,Education
148,New Construction,Masonry,18.40266509215683,2.976946594273978,Education
148,New Construction,Other metals,0.0297157036094257,0.1702322774688467,Education
148,New Construction,Roofing and waterproofing,1.7053352609584158,1.006134350415501,Education
148,New Construction,Steel,130.57065054774614,216.1152609064904,Education
148,New Construction,Wood and composites,2.1215739142815444,0.730155583093944,Education
15,New Construction,Concrete,938.2132931034482,132.85843103448275,Other
15,New Construction,Glazing,4.77548275862069,9.130971264367815,Other
15,New Construction,Gypsum,10.278321839080458,3.169068965517241,Other
15,New Construction,Insulation,18.14690804597701,125.34007471264368,Other
15,New Construction,Masonry,139.1176379310345,25.489741379310345,Other
15,New Construction,Roofing and waterproofing,1.8634022988505747,6.287086206896552,Other
15,New Construction,Steel,80.11375287356321,134.33566666666667,Other
15,New Construction,Windows and frames,0.0887068965517241,1.1929885057471266,Other
152,New Construction,Acoustic ceilings,3.3899252524689656,5.240432137510414,Education
152,New Construction,Adhesives and sealants,0.0011290332404597,0.0014533599746643,Education
152,New Construction,Air and vapor barriers,0.5625484300827586,1.141973313068,Education
152,New Construction,Aluminum,2.9273233458650574,18.00990344885961,Education
152,New Construction,Applied fireproofing,0.7316604264547126,1.8511008789304229,Education
152,New Construction,Cladding,2.5172655611954022,3.1289613313049425,Education
152,New Construction,Coatings,0.8225335542737932,5.839025227568956,Education
152,New Construction,Concrete,1467.7621618001976,288.3027497953736,Education
152,New Construction,Doors and frames,0.9306690846347128,2.3609655646166163,Education
152,New Construction,Flooring and tile,2.0653988049425287,1.2450297477346668,Education
152,New Construction,Glazing,13.42475660502069,59.71792966633301,Education
152,New Construction,Gypsum,46.505815524429885,10.682378942924364,Education
152,New Construction,Insulation,9.924235138,19.77034028245041,Education
152,New Construction,Masonry,0.3936623926043678,0.1658391797110945,Education
152,New Construction,Other metals,0.0427849842694252,0.2461828733966482,Education
152,New Construction,Roofing and waterproofing,0.2606742185770115,0.8346518414415403,Education
152,New Construction,Steel,229.79287994011747,461.516660811974,Education
152,New Construction,Windows and frames,1.696849025907586,16.96849025907586,Education
152,New Construction,Wood and composites,4.989942478336092,1.9431430090227584,Education
153,New Construction,Acoustic ceilings,1.573377982210101,2.434870139349333,Education
153,New Construction,Adhesives and sealants,0.1788698771038384,0.2460839589530087,Education
153,New Construction,Air and vapor barriers,1.719706790588081,3.029267648864149,Education
153,New Construction,Aluminum,0.8419791441939394,7.493614383326062,Education
153,New Construction,Applied fireproofing,0.0518886642242424,0.0591530772156363,Education
153,New Construction,Cladding,1.1512875576979795,1.4272976381524305,Education
153,New Construction,Coatings,0.8673324936521212,2.270753436443879,Education
153,New Construction,Concrete,301.2805281296768,50.87322401925454,Education
153,New Construction,Doors and frames,2.5643176851270706,4.874520049250734,Education
153,New Construction,Flooring and tile,5.18145522299394,5.196167068035293,Education
153,New Construction,Glazing,6.29303970310909,8.753354866384363,Education
153,New Construction,Gypsum,69.65222043023878,18.78365670376428,Education
153,New Construction,Insulation,15.99685829906424,32.67033031983274,Education
153,New Construction,Masonry,0.7085501831688888,0.3736789765847802,Education
153,New Construction,Other metals,0.2010968978630303,0.8375380633905313,Education
153,New Construction,Roofing and waterproofing,0.5654032110260605,1.8036362431731328,Education
153,New Construction,Steel,39.89843959598424,72.02522364523661,Education
153,New Construction,Wall coverings,0.0026342172141414,0.0524209225614141,Education
153,New Construction,Windows and frames,0.0900261570323232,0.9002615703232324,Education
153,New Construction,Wood and composites,112.82005288337372,41.07880815093901,Education
154,New Construction,Acoustic ceilings,1.5541860108570122,2.405169737740661,Public Order and Safety
154,New Construction,Air and vapor barriers,2.9168802395826288,2.6756073554716835,Public Order and Safety
154,New Construction,Aluminum,16.864713024382432,119.01451919485385,Public Order and Safety
154,New Construction,Applied fireproofing,2.398902016135401,3.33892676637251,Public Order and Safety
154,New Construction,Coatings,1.1104187657732347,5.45808875517646,Public Order and Safety
154,New Construction,Concrete,852.8727640846027,183.88593227413372,Public Order and Safety
154,New Construction,Doors and frames,2.9909699368225167,6.540991937589382,Public Order and Safety
154,New Construction,Glazing,6.746902244013939,9.18703830776193,Public Order and Safety
154,New Construction,Gypsum,59.23223648979632,15.64070932946098,Public Order and Safety
154,New Construction,Insulation,13.801252056895452,34.188289715368015,Public Order and Safety
154,New Construction,Other metals,0.1602222803259929,0.7063129264688157,Public Order and Safety
154,New Construction,Roofing and waterproofing,7.345383788855176,5.284238493910027,Public Order and Safety
154,New Construction,Steel,153.05960765304116,220.50636502357216,Public Order and Safety
154,New Construction,Windows and frames,0.8544138239687249,5.704972331394566,Public Order and Safety
154,New Construction,Wood and composites,13.28890990592991,2.2834590453736547,Public Order and Safety
156,New Construction,Adhesives and sealants,0.3487679691859108,0.9403752315461074,Office
156,New Construction,Air and vapor barriers,2.6079545274427613,4.443027937619581,Office
156,New Construction,Aluminum,12.954431489502092,76.7020703913288,Office
156,New Construction,Cladding,2.6798713648069805,6.244100280000266,Office
156,New Construction,Coatings,0.6794843974461515,7.794803820519916,Office
156,New Construction,Concrete,792.2294740997947,178.1825231513066,Office
156,New Construction,Doors and frames,0.5248141170086453,1.5560725109642992,Office
156,New Construction,Glazing,2.773378469037667,3.216410599829322,Office
156,New Construction,Gypsum,38.76900116934517,10.07189235235377,Office
156,New Construction,Insulation,14.999494798587063,31.698333977822838,Office
156,New Construction,Other metals,0.2165624301714643,0.8823133961728826,Office
156,New Construction,Roofing and waterproofing,1.1721491649241935,3.7365625842792576,Office
156,New Construction,Steel,165.58955824637513,291.69266299601725,Office
156,New Construction,Synthetic composites,3.2953404050061192,15.157434237270758,Office
156,New Construction,Windows and frames,0.1401964835813011,1.5912758369904745,Office
156,New Construction,Wood and composites,79.75781825687439,24.18160551475225,Office
157,New Construction,Acoustic ceilings,0.1117459624658829,0.1729316860144951,Public Order and Safety
157,New Construction,Adhesives and sealants,0.0001639465411765,2.541171388235809e-05,Public Order and Safety
157,New Construction,Air and vapor barriers,0.0241739505822119,0.0195808999715917,Public Order and Safety
157,New Construction,Aluminum,1.936161326705488,17.367803129479597,Public Order and Safety
157,New Construction,Cladding,2.5025697860422085,5.830987601478347,Public Order and Safety
157,New Construction,Coatings,1.0260342856036715,6.170347773724218,Public Order and Safety
157,New Construction,Concrete,1935.8606621461888,376.5273625095032,Public Order and Safety
157,New Construction,Doors and frames,2.476040483877988,8.907293973594825,Public Order and Safety
157,New Construction,Flooring and tile,1.6672596544159084,0.4387106936113214,Public Order and Safety
157,New Construction,Glazing,5.585421523470693,7.146190189494957,Public Order and Safety
157,New Construction,Gypsum,38.509744818726894,12.575755117076891,Public Order and Safety
157,New Construction,Insulation,10.832183185670573,24.03895442924772,Public Order and Safety
157,New Construction,Masonry,0.4486048741660209,0.2990325498320447,Public Order and Safety
157,New Construction,Other,0.0024615953501651,0.0057355171658848,Public Order and Safety
157,New Construction,Other metals,0.0974216442202852,0.4066583058255381,Public Order and Safety
157,New Construction,Roofing and waterproofing,0.5770088689401868,3.24278984344385,Public Order and Safety
157,New Construction,Steel,210.57667362450016,322.5055073350047,Public Order and Safety
157,New Construction,Synthetic composites,0.7140471697354784,3.0704277471687527,Public Order and Safety
157,New Construction,Windows and frames,0.2368737132324839,2.4709779402472627,Public Order and Safety
157,New Construction,Wood and composites,7.093573985695744,1.6822071680703494,Public Order and Safety
158,New Construction,Acoustic ceilings,1.1749982270246515,1.818360323536992,Education
158,New Construction,Adhesives and sealants,0.3028415851678934,0.1373369261098469,Education
158,New Construction,Air and vapor barriers,0.0143523263720113,0.022392100701183,Education
158,New Construction,Aluminum,4.491811744158815,31.233047326151368,Education
158,New Construction,Applied fireproofing,0.2966303614913285,0.3381586121001144,Education
158,New Construction,Cladding,0.1569559433365143,0.7930987608762227,Education
158,New Construction,Coatings,0.5541222717037323,4.248859764010136,Education
158,New Construction,Concrete,1088.4937062858571,163.73650417167798,Education
158,New Construction,Doors and frames,1.7495236654518866,13.470655732274237,Education
158,New Construction,Flooring and tile,1.6753968931705698,7.189141414833954,Education
158,New Construction,Glazing,11.634688567149206,15.510464993516488,Education
158,New Construction,Gypsum,35.65143561378752,7.374340196562343,Education
158,New Construction,Insulation,5.087129380782038,11.639002928198854,Education
158,New Construction,Masonry,8.37302064997849,2.380428300451884,Education
158,New Construction,Other metals,0.0047630391683471,0.0196006767103213,Education
158,New Construction,Roofing and waterproofing,2.672132856006145,1.5927493250978737,Education
158,New Construction,Steel,90.11585433348732,176.00070600169676,Education
158,New Construction,Synthetic composites,0.1215368614037045,0.3548876352988172,Education
158,New Construction,Windows and frames,0.1058374457863592,1.0583744578635927,Education
158,New Construction,Wood and composites,1.3716650854131154,1.1227917367999372,Education
159,New Construction,Acoustic ceilings,2.1983620949740543,7.032798325177339,Transportation Hub
159,New Construction,Adhesives and sealants,0.0546255240126741,0.1927514299655311,Transportation Hub
159,New Construction,Air and vapor barriers,0.2755727363614416,0.3701226390386752,Transportation Hub
159,New Construction,Aluminum,2.7322957866116475,20.233393619676708,Transportation Hub
159,New Construction,Applied fireproofing,35.946591989858526,41.58766628429807,Transportation Hub
159,New Construction,Cladding,0.7288027232881399,5.635516891448543,Transportation Hub
159,New Construction,Coatings,0.6876497228213448,4.678291300953332,Transportation Hub
159,New Construction,Concrete,585.8475669759116,98.04246907841126,Transportation Hub
159,New Construction,Doors and frames,0.7870023865350958,2.801685066020536,Transportation Hub
159,New Construction,Flooring and tile,4.81159969751378,1.2707991497833515,Transportation Hub
159,New Construction,Glazing,2.837960230636864,3.896227503789925,Transportation Hub
159,New Construction,Gypsum,43.48653040361362,14.252501901536434,Transportation Hub
159,New Construction,Insulation,2.512889883726788,6.736394281503122,Transportation Hub
159,New Construction,Masonry,86.40105673681022,13.19741852259484,Transportation Hub
159,New Construction,Other metals,0.0039700284712459,0.0211623480122059,Transportation Hub
159,New Construction,Roofing and waterproofing,0.7306054833984242,2.264876998535115,Transportation Hub
159,New Construction,Steel,127.8583597903912,193.0587294534652,Transportation Hub
159,New Construction,Synthetic composites,0.0924342389602683,0.1483673393825357,Transportation Hub
159,New Construction,Windows and frames,0.0386405628,0.290190626628,Transportation Hub
159,New Construction,Wood and composites,1.6457594169444822,0.6060009640922193,Transportation Hub
16,New Construction,Acoustic ceilings,0.5623531182795699,0.2411505376344086,Healthcare
16,New Construction,Aluminum,1.1211243010752687,7.365786236559139,Healthcare
16,New Construction,Concrete,989.386966451613,101.59307612903228,Healthcare
16,New Construction,Doors and frames,0.1670886021505376,0.4094146236559139,Healthcare
16,New Construction,Flooring and tile,2.4771483870967743,4.772898064516129,Healthcare
16,New Construction,Glazing,3.810036559139785,9.671630967741937,Healthcare
16,New Construction,Gypsum,32.110371182795696,9.886005161290324,Healthcare
16,New Construction,Insulation,1.364811182795699,2.0851096774193545,Healthcare
16,New Construction,Masonry,8.136289032258064,2.0218679569892477,Healthcare
16,New Construction,Roofing and waterproofing,0.6027651612903225,0.7263655913978494,Healthcare
16,New Construction,Steel,134.57585333333333,264.57346838709674,Healthcare
16,New Construction,Wood and composites,4.123457204301075,1.0130210752688174,Healthcare
161,New Construction,Acoustic ceilings,2.037394031972566,4.675896952062464,Transportation Hub
161,New Construction,Adhesives and sealants,0.1190347887113223,0.5691169120653697,Transportation Hub
161,New Construction,Aluminum,8.859676623605905,58.65071163837552,Transportation Hub
161,New Construction,Applied fireproofing,49.36628234806842,56.94799227617349,Transportation Hub
161,New Construction,Cladding,4.999531092442144,36.694037685945744,Transportation Hub
161,New Construction,Coatings,1.200969512849234,9.91050059592262,Transportation Hub
161,New Construction,Concrete,782.9396840845934,126.26988813607576,Transportation Hub
161,New Construction,Doors and frames,0.8233140755614452,5.12822750576825,Transportation Hub
161,New Construction,Glazing,7.536537865720862,10.124890083288737,Transportation Hub
161,New Construction,Gypsum,69.74244719190982,18.41913519709213,Transportation Hub
161,New Construction,Insulation,6.446408169180153,22.81826069464995,Transportation Hub
161,New Construction,Masonry,102.62848527879932,13.488268488731515,Transportation Hub
161,New Construction,Other metals,0.0778197674324749,0.4439932458325861,Transportation Hub
161,New Construction,Roofing and waterproofing,0.8755382325764144,2.714874346154632,Transportation Hub
161,New Construction,Steel,183.7632640491004,300.8585095419228,Transportation Hub
161,New Construction,Synthetic composites,0.4370975751632494,0.4435033818129538,Transportation Hub
161,New Construction,Windows and frames,0.0586095108015944,0.4401574261199745,Transportation Hub
164,New Construction,Acoustic ceilings,1.9329218482731785,2.9912797454153077,Public Assembly
164,New Construction,Adhesives and sealants,0.2200658002575321,0.102225229941564,Public Assembly
164,New Construction,Air and vapor barriers,2.9519920796703323,2.768274157167868,Public Assembly
164,New Construction,Aluminum,3.1667251672611374,23.30789267391138,Public Assembly
164,New Construction,Applied fireproofing,29.520315211966658,34.16084049962524,Public Assembly
164,New Construction,Cladding,5.947913655273479,3.1702775990759022,Public Assembly
164,New Construction,Coatings,0.6775312734402262,3.616832451282576,Public Assembly
164,New Construction,Concrete,826.6636878911098,131.3440091337281,Public Assembly
164,New Construction,Doors and frames,1.1630254940621156,1.607244525250533,Public Assembly
164,New Construction,Flooring and tile,1.570902695208443,3.3240771310227437,Public Assembly
164,New Construction,Glazing,6.662071850308035,8.538059220745032,Public Assembly
164,New Construction,Gypsum,59.469416232706216,18.70393386754074,Public Assembly
164,New Construction,Insulation,11.21056656515243,33.733805720346986,Public Assembly
164,New Construction,Masonry,31.77686677405549,17.019493228389717,Public Assembly
164,New Construction,Other metals,1.624514313658996,6.41440024896036,Public Assembly
164,New Construction,Roofing and waterproofing,5.134042380263369,3.2362773812873558,Public Assembly
164,New Construction,Steel,134.0875965629347,190.9894063309595,Public Assembly
164,New Construction,Synthetic composites,0.0060882350594017,0.017777646373453,Public Assembly
164,New Construction,Wall coverings,0.0534133467721262,0.8092693551658455,Public Assembly
164,New Construction,Windows and frames,0.0337361526006643,0.2951925994126543,Public Assembly
164,New Construction,Wood and composites,2.3950142117701776,2.625662523752834,Public Assembly
165,New Construction,Cladding,1.035651063829787,5.270365106382979,Warehouse and Storage
165,New Construction,Coatings,0.3348234042553191,0.6462089361702128,Warehouse and Storage
165,New Construction,Concrete,862.8593817021276,135.4924085106383,Warehouse and Storage
165,New Construction,Doors and frames,0.3157902127659574,2.822460425531915,Warehouse and Storage
165,New Construction,Insulation,5.166136595744681,12.876259148936173,Warehouse and Storage
165,New Construction,Roofing and waterproofing,1.55386085106383,4.137776170212766,Warehouse and Storage
165,New Construction,Steel,36.49389957446809,53.54507106382979,Warehouse and Storage
165,New Construction,Synthetic composites,0.0403021276595744,0.1208574468085106,Warehouse and Storage
165,New Construction,Windows and frames,2.328664255319149,10.321646382978724,Warehouse and Storage
166,New Construction,Adhesives and sealants,0.1159081361221118,0.3175882929745863,Residential: Multifamily (5 or more units)
166,New Construction,Aluminum,0.1375206377250157,0.6625259788784474,Residential: Multifamily (5 or more units)
166,New Construction,Cladding,2.837933450213173,6.612384938996695,Residential: Multifamily (5 or more units)
166,New Construction,Coatings,1.2956196178946542,5.374441400559915,Residential: Multifamily (5 or more units)
166,New Construction,Concrete,1463.7388097309529,297.1828764944974,Residential: Multifamily (5 or more units)
166,New Construction,Doors and frames,4.4391023970891705,6.527800103906658,Residential: Multifamily (5 or more units)
166,New Construction,Flooring and tile,0.0646948434120784,0.0802216058309772,Residential: Multifamily (5 or more units)
166,New Construction,Glazing,4.13319008345612,5.538474711831201,Residential: Multifamily (5 or more units)
166,New Construction,Gypsum,102.55934887738728,24.56236428176217,Residential: Multifamily (5 or more units)
166,New Construction,Insulation,12.897362002978369,148.52721378731886,Residential: Multifamily (5 or more units)
166,New Construction,Masonry,6.230178948297848,0.7311871721892619,Residential: Multifamily (5 or more units)
166,New Construction,Other metals,0.1792359785784034,0.7302084809026143,Residential: Multifamily (5 or more units)
166,New Construction,Roofing and waterproofing,3.5531444021791887,5.148009551895941,Residential: Multifamily (5 or more units)
166,New Construction,Steel,130.02291286091307,236.61762567672704,Residential: Multifamily (5 or more units)
166,New Construction,Synthetic composites,0.9938003432453884,2.8919589988440806,Residential: Multifamily (5 or more units)
166,New Construction,Windows and frames,1.3807711872319564,10.377884318874075,Residential: Multifamily (5 or more units)
166,New Construction,Wood and composites,57.05508455587516,34.82757403989677,Residential: Multifamily (5 or more units)
167,New Construction,Air and vapor barriers,0.1127126468019016,0.1573759686112438,Office
167,New Construction,Aluminum,6.032286452246816,47.62693559005197,Office
167,New Construction,Applied fireproofing,0.0845608946478582,0.2139390634590813,Office
167,New Construction,Cladding,2.243125282764832,5.226481908842058,Office
167,New Construction,Coatings,0.5512710513136027,3.558797118560973,Office
167,New Construction,Concrete,885.5995532014853,151.2036599807321,Office
167,New Construction,Doors and frames,0.7199898190876145,2.022861890075557,Office
167,New Construction,Flooring and tile,2.187866079715213,4.7960039745397935,Office
167,New Construction,Glazing,8.554027407642387,11.3209174824603,Office
167,New Construction,Gypsum,27.16301358868981,7.733056462479971,Office
167,New Construction,Insulation,6.432065087687724,13.347939169581174,Office
167,New Construction,Masonry,1.217928796914713,0.2107312130071261,Office
167,New Construction,Other,0.002884339329387,0.0067205106374718,Office
167,New Construction,Other metals,0.0758057976220453,0.3492239051575635,Office
167,New Construction,Roofing and waterproofing,2.404171040974765,1.7218136948280034,Office
167,New Construction,Steel,69.05469202511348,140.20523922555802,Office
167,New Construction,Synthetic composites,2.228776387095665,6.508027050319341,Office
167,New Construction,Wood and composites,57.2192498369938,14.248044185472764,Office
168,New Construction,Acoustic ceilings,0.535895489593647,1.7033334782447829,Public Assembly
168,New Construction,Air and vapor barriers,0.5074548566746585,0.5664601007232237,Public Assembly
168,New Construction,Aluminum,1.159221324905188,6.941641375359399,Public Assembly
168,New Construction,Cladding,0.4963132626434257,0.3328222370950146,Public Assembly
168,New Construction,Coatings,0.2310701578173879,0.7703470019581463,Public Assembly
168,New Construction,Concrete,840.5895477387722,170.2293922083845,Public Assembly
168,New Construction,Doors and frames,0.8231130019251983,1.6317727935482065,Public Assembly
168,New Construction,Glazing,2.642955422754977,3.704808062424232,Public Assembly
168,New Construction,Gypsum,16.94592367108926,4.454196493806317,Public Assembly
168,New Construction,Insulation,2.016401324389485,51.54939762702104,Public Assembly
168,New Construction,Masonry,6.1408457200362365,1.1649303397477604,Public Assembly
168,New Construction,Other metals,0.0147985611683081,0.0776702587181213,Public Assembly
168,New Construction,Roofing and waterproofing,0.8526400125576115,1.0802287695095074,Public Assembly
168,New Construction,Steel,40.36066135721361,42.77524690027983,Public Assembly
168,New Construction,Windows and frames,0.9058413809283428,8.984784176797088,Public Assembly
168,New Construction,Wood and composites,0.146781664863668,0.037700660423192,Public Assembly
169,New Construction,Acoustic ceilings,0.0180358210475085,0.1217417920706828,Office
169,New Construction,Adhesives and sealants,0.0017239427660694,0.0046068270790295,Office
169,New Construction,Air and vapor barriers,0.2080466614147325,0.3352690989376204,Office
169,New Construction,Aluminum,0.115941195553357,0.6515895190098667,Office
169,New Construction,Coatings,0.0913688533993056,0.2565229238973099,Office
169,New Construction,Concrete,703.7373863337809,126.5282929333342,Office
169,New Construction,Doors and frames,0.1419044271128989,0.571806159840948,Office
169,New Construction,Glazing,3.534228563357772,5.062391315707206,Office
169,New Construction,Gypsum,9.88209432867903,2.301000289989789,Office
169,New Construction,Insulation,2.4307231061180867,28.35302722646332,Office
169,New Construction,Masonry,8.631882328263982,1.8154759422863145,Office
169,New Construction,Other metals,0.0120177637534817,0.0487718294823238,Office
169,New Construction,Roofing and waterproofing,0.0180742044548048,0.0653861640044344,Office
169,New Construction,Steel,40.00239678081528,77.44564042362391,Office
169,New Construction,Windows and frames,0.9287503498009574,9.287503498009574,Office
169,New Construction,Wood and composites,0.0656309365261933,0.0794134331966939,Office
17,New Construction,Acoustic ceilings,1.3137923809523808,1.7001714285714284,Education
17,New Construction,Air and vapor barriers,0.35856,1.1151219047619048,Education
17,New Construction,Concrete,866.5630666666666,114.52491904761904,Education
17,New Construction,Doors and frames,0.6360399999999999,1.2014809523809524,Education
17,New Construction,Flooring and tile,7.943275238095238,13.068290476190477,Education
17,New Construction,Glazing,0.9833933333333332,1.8802990476190475,Education
17,New Construction,Gypsum,45.31718095238095,14.017831428571428,Education
17,New Construction,Insulation,30.76559523809524,44.248514285714286,Education
17,New Construction,Masonry,87.39465714285714,16.20455714285714,Education
17,New Construction,Roofing and waterproofing,1.5326019047619048,2.8315980952380952,Education
17,New Construction,Steel,126.94612285714284,187.9632533333333,Education
17,New Construction,Windows and frames,0.0001990476190476,0.0023028571428571,Education
170,New Construction,Acoustic ceilings,0.2446988514295452,0.6123409629106884,Residential: Multifamily (5 or more units)
170,New Construction,Adhesives and sealants,0.0959790843213333,0.0596758641583309,Residential: Multifamily (5 or more units)
170,New Construction,Air and vapor barriers,0.1717581084436162,0.3195244667636622,Residential: Multifamily (5 or more units)
170,New Construction,Aluminum,1.1859001909543294,9.274746176316462,Residential: Multifamily (5 or more units)
170,New Construction,Applied fireproofing,0.0227952788700186,0.0576720555411472,Residential: Multifamily (5 or more units)
170,New Construction,Cladding,1.1974242597710534,0.7956001226920157,Residential: Multifamily (5 or more units)
170,New Construction,Coatings,0.5726795823763957,1.324460502342828,Residential: Multifamily (5 or more units)
170,New Construction,Concrete,857.8090037840543,172.70414427455094,Residential: Multifamily (5 or more units)
170,New Construction,Doors and frames,2.596247612763517,4.429597745711239,Residential: Multifamily (5 or more units)
170,New Construction,Flooring and tile,3.171661289179471,3.942507940568163,Residential: Multifamily (5 or more units)
170,New Construction,Glazing,1.435883659041293,2.25477293004479,Residential: Multifamily (5 or more units)
170,New Construction,Gypsum,40.175739255467775,9.101278696851764,Residential: Multifamily (5 or more units)
170,New Construction,Insulation,2.962544471871676,7.644082210626127,Residential: Multifamily (5 or more units)
170,New Construction,Masonry,10.21261503086578,1.8991251004679752,Residential: Multifamily (5 or more units)
170,New Construction,Other metals,0.0621190817165061,0.29728745566888,Residential: Multifamily (5 or more units)
170,New Construction,Roofing and waterproofing,0.1776000210559707,0.4033311459311106,Residential: Multifamily (5 or more units)
170,New Construction,Steel,41.98607880007878,79.97684779230877,Residential: Multifamily (5 or more units)
170,New Construction,Synthetic composites,0.1953151502233557,0.5699737494420485,Residential: Multifamily (5 or more units)
170,New Construction,Windows and frames,0.4367251942399727,1.279155570713517,Residential: Multifamily (5 or more units)
170,New Construction,Wood and composites,3.159111840473538,2.001430277175805,Residential: Multifamily (5 or more units)
171,New Construction,Acoustic ceilings,2.944751159998529,9.44606316469028,Residential: Multifamily (5 or more units)
171,New Construction,Air and vapor barriers,0.0471406566428676,0.0690896738145595,Residential: Multifamily (5 or more units)
171,New Construction,Aluminum,2.714265444326029,16.73772338793929,Residential: Multifamily (5 or more units)
171,New Construction,Applied fireproofing,0.0090088240875,0.022792324941375,Residential: Multifamily (5 or more units)
171,New Construction,Cladding,0.8570251804827206,6.8133501848376286,Residential: Multifamily (5 or more units)
171,New Construction,Coatings,0.2409656479468382,0.6535893062561926,Residential: Multifamily (5 or more units)
171,New Construction,Concrete,1148.5703376498625,223.1727415430884,Residential: Multifamily (5 or more units)
171,New Construction,Doors and frames,1.8606800508927208,10.79458741371592,Residential: Multifamily (5 or more units)
171,New Construction,Glazing,7.703172175587279,11.411053956081703,Residential: Multifamily (5 or more units)
171,New Construction,Gypsum,16.258045941646323,4.053282101467351,Residential: Multifamily (5 or more units)
171,New Construction,Insulation,3.817874682928897,29.228070991209066,Residential: Multifamily (5 or more units)
171,New Construction,Masonry,69.61553396333309,10.603958086340528,Residential: Multifamily (5 or more units)
171,New Construction,Other metals,0.0064454668050735,0.0265989439046786,Residential: Multifamily (5 or more units)
171,New Construction,Roofing and waterproofing,1.2280457419889703,1.5168655274070073,Residential: Multifamily (5 or more units)
171,New Construction,Steel,75.26630350873853,139.36648261113265,Residential: Multifamily (5 or more units)
171,New Construction,Windows and frames,3.053599529638456,30.35715040912267,Residential: Multifamily (5 or more units)
172,New Construction,Acoustic ceilings,1.1940584676613757,1.847856866216296,Residential: Multifamily (5 or more units)
172,New Construction,Adhesives and sealants,0.0073297110060317,0.0176106775961563,Residential: Multifamily (5 or more units)
172,New Construction,Air and vapor barriers,2.383441847672963,2.7996413275397374,Residential: Multifamily (5 or more units)
172,New Construction,Aluminum,8.551857124274392,76.17744012411218,Residential: Multifamily (5 or more units)
172,New Construction,Applied fireproofing,0.060042310037037,0.1519070443937037,Residential: Multifamily (5 or more units)
172,New Construction,Cladding,4.34400827612963,16.88568722977998,Residential: Multifamily (5 or more units)
172,New Construction,Coatings,1.1922874587051853,5.551942178936761,Residential: Multifamily (5 or more units)
172,New Construction,Concrete,603.8063932450883,116.7799040938766,Residential: Multifamily (5 or more units)
172,New Construction,Doors and frames,0.1849453199512698,1.6149214129511111,Residential: Multifamily (5 or more units)
172,New Construction,Flooring and tile,0.0195194578388888,0.0996749082000635,Residential: Multifamily (5 or more units)
172,New Construction,Glazing,12.49833190128275,18.98301906004091,Residential: Multifamily (5 or more units)
172,New Construction,Gypsum,87.32654105373227,23.50455760473129,Residential: Multifamily (5 or more units)
172,New Construction,Insulation,7.654091754603227,17.21636886075982,Residential: Multifamily (5 or more units)
172,New Construction,Masonry,5.57891651989418,1.248827516212508,Residential: Multifamily (5 or more units)
172,New Construction,Other metals,0.258726379176455,1.4982866583338437,Residential: Multifamily (5 or more units)
172,New Construction,Roofing and waterproofing,0.0550340189814814,0.1237190652895634,Residential: Multifamily (5 or more units)
172,New Construction,Steel,49.86403061217196,105.3883242061553,Residential: Multifamily (5 or more units)
172,New Construction,Windows and frames,0.1788375149356084,1.3655925748859947,Residential: Multifamily (5 or more units)
172,New Construction,Wood and composites,60.28277621298677,22.35255462669844,Residential: Multifamily (5 or more units)
174,New Construction,Adhesives and sealants,0.3455003664972384,0.7557235571361081,Public Assembly
174,New Construction,Air and vapor barriers,0.2184308511875683,0.5722888301114291,Public Assembly
174,New Construction,Aluminum,0.7841319141210595,5.147215797591384,Public Assembly
174,New Construction,Applied fireproofing,17.521959141258296,19.97503342103446,Public Assembly
174,New Construction,Cladding,4.284010861938893,12.358138045468015,Public Assembly
174,New Construction,Coatings,0.2252824139543993,1.0115485030461009,Public Assembly
174,New Construction,Concrete,1413.9907114464536,272.2255552600837,Public Assembly
174,New Construction,Flooring and tile,0.0341796567671738,0.1209592568374368,Public Assembly
174,New Construction,Glazing,5.125051653379864,14.7609515392316,Public Assembly
174,New Construction,Gypsum,34.66126460050605,11.079882217050322,Public Assembly
174,New Construction,Insulation,3.3210619293419072,9.007214220846166,Public Assembly
174,New Construction,Other metals,0.1633473390128473,0.7127266368470996,Public Assembly
174,New Construction,Roofing and waterproofing,4.233790365030513,5.393346156381337,Public Assembly
174,New Construction,Steel,176.38080534130344,286.2604237662473,Public Assembly
174,New Construction,Windows and frames,0.0027393010822459,0.0273930108224594,Public Assembly
174,New Construction,Wood and composites,12.98087585113984,4.16536548956285,Public Assembly
175,New Construction,Acoustic ceilings,1.0957725641453755,1.6957552006761802,Residential: Multifamily (5 or more units)
175,New Construction,Adhesives and sealants,0.3273558380639979,0.3443217133322939,Residential: Multifamily (5 or more units)
